year,fl_reg,month,Trips,Gag_catch,Gag_harvest,Gag_Discard,Gag_weight,RG_catch,RG_harvest,RG_Discard,RG_weight,RS_catch,RS_harvest,RS_Discard,RS_weight,Year,A_Gag_e,A_RS_e,A_RG_e,Date,time,sin2,sin1,cos1,cos2,A_GS_e,Index_Gag,Index_RS,Index_RG,A_Gag,A_RS,A_RG,Bag_gag,Bag_RS,Bag_RG,Month,M_Gag,M_RS,M_RG,S_Gag,S_RG,S_RS,S_Gag2,S_RG2,S_RS2,Pop,Income,Fuel,Region,Fishable,FIR,S_GagL,S_RSL,S_RGL,S_Gag2L,S_RS2L,S_RG2L,S_GagD,S_RSD,S_RGD,S_Gag2D,S_RS2D,S_RG2D,Gag_searches,RG_searches,RS_searches,Snapper_searches,Grouper_searches
2008,2,12,688561.991686406,1055222.98295072,90034.2725975736,965188.71035086,232174.612032519,937223.638960327,10947.3127998982,926276.326160453,42860.6080744167,4401.9225303,0,4401.9225303,0,5,2.35188,0.25352,0.94059,2008-12-01,335,-0.858763958275803,-0.493775550159977,0.869589389346611,0.512371412128423,1.107,NA,NA,NA,1.831,0.405319571546527,0.67002,5,2,1,12,1,0,1,335,335,122,335,335,122,1098710,43194.0298507463,1.70616957514417,Peninsula,0.967741935483871,2.53163756287803,5.81413053182507,0,5.81413053182507,5.81413053182507,0,5.81413053182507,3.35,0,3.35,3.35,0,3.35,72,0,13,27,22
2009,1,1,208078.587899328,105927.856362728,38324.3629252185,67603.493437509,114106.824809297,20970.5943099188,3057.21313725378,17913.381172665,5937.80534300104,167644.64481163,0,167644.64481163,0,6,1.831,0.405319571546527,0.67002,2009-01-01,0,0,0,1,1,1.026,NA,NA,NA,1.52529,0.48691,1.01952,2,2,2,1,1,0,1,323,323,122,323,323,122,1063646,45791.2694430507,1.82089093270164,Panhandle,1,2.51477277527604,5.77765232322266,0,5.77765232322266,5.77765232322266,0,5.77765232322266,3.23,0,3.23,3.23,0,3.23,38,8,17,25,39
2009,2,1,832437.023769132,611727.631425915,21005.9591757042,590721.672250211,58570.227367619,966873.234745574,7661.53920864,959211.695536934,12765.0369824328,0,0,0,0,6,1.831,0.405319571546527,0.67002,2009-01-01,0,0,0,1,1,1.026,NA,NA,NA,1.52529,0.48691,1.01952,2,2,2,1,1,0,1,323,323,122,323,323,122,1063646,45791.2694430507,1.82089093270164,Peninsula,0.967741935483871,2.51477277527604,5.77765232322266,0,5.77765232322266,5.77765232322266,0,5.77765232322266,3.23,0,3.23,3.23,0,3.23,38,8,17,25,39
2009,1,2,1393.5994411464,70.23452522,0,70.23452522,0,3.8053298984,0,3.8053298984,0,462.0377726552,0,462.0377726552,0,6,1.831,0.405319571546527,0.67002,2009-02-01,31,0.875891705144243,0.508670943852104,0.860961015888994,0.482507741761218,1.026,NA,NA,NA,1.52529,0.48691,1.01952,2,2,2,2,0.0357142857142857,0,0.0357142857142857,323,323,122,323,323,122,1063646,45791.2694430507,1.96874197581734,Panhandle,1,2.32591522939618,0.20634472582938,0,0.20634472582938,0.20634472582938,0,0.20634472582938,0.115357142857143,0,0.115357142857143,0.115357142857143,0,0.115357142857143,43,24,18,29,39
2009,2,2,126274.435715976,162571.934222724,0,162571.934222724,0,230335.944908798,0,230335.944908798,0,7133.6844844,0,7133.6844844,0,6,1.831,0.405319571546527,0.67002,2009-02-01,31,0.875891705144243,0.508670943852104,0.860961015888994,0.482507741761218,1.026,NA,NA,NA,1.52529,0.48691,1.01952,2,2,2,2,0.0357142857142857,0,0.0357142857142857,323,323,122,323,323,122,1063646,45791.2694430507,1.96874197581734,Peninsula,0.964285714285714,2.32591522939618,0.20634472582938,0,0.20634472582938,0.20634472582938,0,0.20634472582938,0.115357142857143,0,0.115357142857143,0.115357142857143,0,0.115357142857143,43,24,18,29,39
2009,1,3,75355.74631304,14415.99484801,0,14415.99484801,0,1226.89425033639,60.2939639063938,1166.60028643,318.352129437401,81563.370197821,0,81563.370197821,0,6,1.831,0.405319571546527,0.67002,2009-03-01,59,0.895839290734909,0.849817091527528,0.527077708642372,-0.444378178104613,1.026,NA,NA,NA,1.52529,0.48691,1.01952,2,2,2,3,0.516129032258065,0,0.516129032258065,323,323,122,323,323,122,1063646,45791.2694430507,1.98782215718709,Panhandle,0.967741935483871,2.30358984970007,2.98201410230847,0,2.98201410230847,2.98201410230847,0,2.98201410230847,1.66709677419355,0,1.66709677419355,1.66709677419355,0,1.66709677419355,38,11,29,40,32
2009,2,3,156355.86865492,107254.64010078,1241.89493612,106012.74516466,3731.8942830406,108603.804328636,726.008198456178,107877.79613018,2003.01531486937,0,0,0,0,6,1.831,0.405319571546527,0.67002,2009-03-01,59,0.895839290734909,0.849817091527528,0.527077708642372,-0.444378178104613,1.026,NA,NA,NA,1.52529,0.48691,1.01952,2,2,2,3,0.516129032258065,0,0.516129032258065,323,323,122,323,323,122,1063646,45791.2694430507,1.98782215718709,Peninsula,0.967741935483871,2.30358984970007,2.98201410230847,0,2.98201410230847,2.98201410230847,0,2.98201410230847,1.66709677419355,0,1.66709677419355,1.66709677419355,0,1.66709677419355,38,11,29,40,32
2009,1,4,515113.43277171,87173.0018671774,19955.5047537474,67217.49711343,58960.1924269082,23617.7415869346,2244.69147520759,21373.050111727,12657.6356783905,181994.960270785,0,181994.960270785,0,6,1.831,0.405319571546527,0.67002,2009-04-01,90,0.0430222330045306,0.999768501979891,0.0215160974362223,-0.99907411510223,1.026,NA,NA,NA,1.52529,0.48691,1.01952,2,2,2,4,1,0,1,323,323,122,323,323,122,1063646,45791.2694430507,2.08920243149091,Panhandle,0.933333333333333,2.19180624877853,5.77765232322266,0,5.77765232322266,5.77765232322266,0,5.77765232322266,3.23,0,3.23,3.23,0,3.23,60,24,16,35,33
2009,2,4,316405.95001717,174928.638392975,12156.1098503442,162772.528542582,35993.2635112579,225388.357926569,8321.88439365584,217066.47353298,28736.8704845057,180.26098403,0,180.26098403,0,6,1.831,0.405319571546527,0.67002,2009-04-01,90,0.0430222330045306,0.999768501979891,0.0215160974362223,-0.99907411510223,1.026,NA,NA,NA,1.52529,0.48691,1.01952,2,2,2,4,1,0,1,323,323,122,323,323,122,1063646,45791.2694430507,2.08920243149091,Peninsula,0.966666666666667,2.19180624877853,5.77765232322266,0,5.77765232322266,5.77765232322266,0,5.77765232322266,3.23,0,3.23,3.23,0,3.23,60,24,16,35,33
2009,1,5,467895.589893957,296817.472407988,37907.1657510553,258910.306656933,114504.271674713,61385.7260455591,7227.63198364706,54158.094061912,28880.2406806194,536696.015466434,8937.1694402,527758.846026234,21923.678033805,6,1.831,0.405319571546527,0.67002,2009-05-01,120,-0.835925479418636,0.880012203973536,-0.47495107206705,-0.54884295828472,1.026,NA,NA,NA,1.52529,0.48691,1.01952,2,2,2,5,1,0,1,323,323,122,323,323,122,1063646,45791.2694430507,2.25549682986307,Panhandle,0.838709677419355,2.03020766142379,5.77765232322266,0,5.77765232322266,5.77765232322266,0,5.77765232322266,3.23,0,3.23,3.23,0,3.23,51,0,25,39,38
2009,2,5,568661.54864462,340963.49230527,28258.2497368241,312705.24256824,91877.4311802809,989817.832121414,18865.9173802398,970951.9147411,58050.3831668375,71698.962678,0,71698.962678,0,6,1.831,0.405319571546527,0.67002,2009-05-01,120,-0.835925479418636,0.880012203973536,-0.47495107206705,-0.54884295828472,1.026,NA,NA,NA,1.52529,0.48691,1.01952,2,2,2,5,1,0,1,323,323,122,323,323,122,1063646,45791.2694430507,2.25549682986307,Peninsula,1,2.03020766142379,5.77765232322266,0,5.77765232322266,5.77765232322266,0,5.77765232322266,3.23,0,3.23,3.23,0,3.23,51,0,25,39,38
2009,1,6,1859093.18147079,134813.317788537,5132.56309871923,129680.754689849,22789.3474303711,12283.2054282324,3524.42659527637,8758.778832956,10505.9493948381,817092.658775999,308198.11955413,508894.539221976,517728.995444282,6,1.831,0.405319571546527,0.67002,2009-06-01,151,-0.884067509943364,0.516062391015853,-0.856550995901004,0.467359217158002,1.026,NA,NA,NA,1.52529,0.48691,1.01952,2,2,2,6,1,1,1,323,323,122,323,323,122,1063646,45791.2694430507,2.6273766693476,Panhandle,1,1.74285133826742,5.77765232322266,4.80402104473326,5.77765232322266,5.77765232322266,4.80402104473326,5.77765232322266,3.23,1.22,3.23,3.23,1.22,3.23,51,21,36,54,43
2009,2,6,855245.22953288,154763.803645421,11091.0787843421,143672.72486116,37460.7494387297,607879.835083539,13558.9615883893,594320.87349515,51555.9945168404,49719.13134842,12495.51512172,37223.6162267,16075.9319862908,6,1.831,0.405319571546527,0.67002,2009-06-01,151,-0.884067509943364,0.516062391015853,-0.856550995901004,0.467359217158002,1.026,NA,NA,NA,1.52529,0.48691,1.01952,2,2,2,6,1,1,1,323,323,122,323,323,122,1063646,45791.2694430507,2.6273766693476,Peninsula,0.966666666666667,1.74285133826742,5.77765232322266,4.80402104473326,5.77765232322266,5.77765232322266,4.80402104473326,5.77765232322266,3.23,1.22,3.23,3.23,1.22,3.23,51,21,36,54,43
2009,1,7,1983320.51634186,150393.567707961,6480.12683332035,143913.440874641,25160.3080455273,92232.4346725825,11098.9754917545,81133.459180828,60389.0308986948,1094058.60658357,462090.312464869,631968.294118836,751787.418248611,6,1.831,0.405319571546527,0.67002,2009-07-01,181,-0.0516196672232542,0.0258184402271331,-0.999666648510511,0.998666816288476,1.026,NA,NA,NA,1.52529,0.48691,1.01952,2,2,2,7,1,1,1,323,323,122,323,323,122,1063646,45791.2694430507,2.53197895156542,Panhandle,1,1.80851698687068,5.77765232322266,4.80402104473326,5.77765232322266,5.77765232322266,4.80402104473326,5.77765232322266,3.23,1.22,3.23,3.23,1.22,3.23,59,0,25,48,35
2009,2,7,485319.85878788,71118.5295810095,8605.86500658971,62512.66457435,33620.2611247591,326643.043996591,29535.386088659,297107.65790826,116615.966741107,9670.07704001544,5840.66855307544,3829.40848694,21540.8058258752,6,1.831,0.405319571546527,0.67002,2009-07-01,181,-0.0516196672232542,0.0258184402271331,-0.999666648510511,0.998666816288476,1.026,NA,NA,NA,1.52529,0.48691,1.01952,2,2,2,7,1,1,1,323,323,122,323,323,122,1063646,45791.2694430507,2.53197895156542,Peninsula,1,1.80851698687068,5.77765232322266,4.80402104473326,5.77765232322266,5.77765232322266,4.80402104473326,5.77765232322266,3.23,1.22,3.23,3.23,1.22,3.23,59,0,25,48,35
2009,1,8,1237588.37506289,56519.7551860705,7013.41804651554,49506.337139555,24216.1271873338,106765.758137573,42063.9006628215,64701.857474752,144267.94097136,553355.422522704,148331.190933747,405024.231588926,255116.220431605,6,1.831,0.405319571546527,0.67002,2009-08-01,212,0.849817091527527,-0.48627270710869,-0.873807103611081,0.527077708642373,1.026,NA,NA,NA,1.52529,0.48691,1.01952,2,2,2,8,1,1,1,323,323,122,323,323,122,1063646,45791.2694430507,2.57576412461516,Panhandle,1,1.77777417603765,5.77765232322266,4.80402104473326,5.77765232322266,5.77765232322266,4.80402104473326,5.77765232322266,3.23,1.22,3.23,3.23,1.22,3.23,60,7,13,41,31
2009,2,8,634014.63319295,106566.193260272,17287.4956189821,89278.69764129,48520.6367907816,322606.783253521,8954.22924677323,313652.55400655,38216.3630863869,2491.1679522988,2491.1679522988,0,5006.81734857995,6,1.831,0.405319571546527,0.67002,2009-08-01,212,0.849817091527527,-0.48627270710869,-0.873807103611081,0.527077708642373,1.026,NA,NA,NA,1.52529,0.48691,1.01952,2,2,2,8,1,1,1,323,323,122,323,323,122,1063646,45791.2694430507,2.57576412461516,Peninsula,1,1.77777417603765,5.77765232322266,4.80402104473326,5.77765232322266,5.77765232322266,4.80402104473326,5.77765232322266,3.23,1.22,3.23,3.23,1.22,3.23,60,7,13,41,31
2009,1,9,152472.668105857,8013.71095056568,2464.86411325068,5548.846837315,6277.15333066889,28950.1797220556,6810.41612579165,22139.763596264,21252.3408372417,136215.278324844,4881.391716657,131333.886608187,10159.5143935303,6,1.831,0.405319571546527,0.67002,2009-09-01,243,0.871706318709322,-0.863142128049911,-0.504961054721521,-0.490028666429058,1.026,NA,NA,NA,1.52529,0.48691,1.01952,2,2,2,9,1,1,1,323,323,122,323,323,122,1063646,45791.2694430507,2.47054431183224,Panhandle,0.966666666666667,1.85348909646111,5.77765232322266,4.80402104473326,5.77765232322266,5.77765232322266,4.80402104473326,5.77765232322266,3.23,1.22,3.23,3.23,1.22,3.23,62,14,15,35,30
2009,2,9,175328.42068168,123818.883286015,2811.15225866523,121007.73102735,10093.35349604,239840.58104733,6530.52204181969,233310.05900551,28674.0727773479,0,0,0,0,6,1.831,0.405319571546527,0.67002,2009-09-01,243,0.871706318709322,-0.863142128049911,-0.504961054721521,-0.490028666429058,1.026,NA,NA,NA,1.52529,0.48691,1.01952,2,2,2,9,1,1,1,323,323,122,323,323,122,1063646,45791.2694430507,2.47054431183224,Peninsula,1,1.85348909646111,5.77765232322266,4.80402104473326,5.77765232322266,5.77765232322266,4.80402104473326,5.77765232322266,3.23,1.22,3.23,3.23,1.22,3.23,62,14,15,35,30
2009,1,10,42813.508671647,51426.0401132642,131.307870046231,51294.732243218,450.12306268546,745.912733715936,114.178161568936,631.734572147,323.496683661,28681.164908436,0,28681.164908436,0,6,1.831,0.405319571546527,0.67002,2009-10-01,273,0.0258184402271342,-0.999916658654738,-0.0129102960750097,-0.999666648510511,1.026,NA,NA,NA,1.52529,0.48691,1.01952,2,2,2,10,1,0,1,323,323,122,323,323,122,1063646,45791.2694430507,2.5124173839764,Panhandle,1,1.82259801795261,5.77765232322266,0,5.77765232322266,5.77765232322266,0,5.77765232322266,3.23,0,3.23,3.23,0,3.23,59,0,10,33,25
2009,2,10,656850.67981376,153315.718286547,16089.114827887,137226.60345866,44651.4567661336,518701.571795443,11837.3956771332,506864.17611799,29777.0327083058,174.33701207,0,174.33701207,0,6,1.831,0.405319571546527,0.67002,2009-10-01,273,0.0258184402271342,-0.999916658654738,-0.0129102960750097,-0.999666648510511,1.026,NA,NA,NA,1.52529,0.48691,1.01952,2,2,2,10,1,0,1,323,323,122,323,323,122,1063646,45791.2694430507,2.5124173839764,Peninsula,1,1.82259801795261,5.77765232322266,0,5.77765232322266,5.77765232322266,0,5.77765232322266,3.23,0,3.23,3.23,0,3.23,59,0,10,33,25
2009,1,11,301593.009595694,260293.891573351,21788.0551080733,238505.836465278,58934.5025908434,21797.9542355,4546.0678625,17251.886373,9728.58522575,33140.929373228,0,33140.929373228,0,6,1.831,0.405319571546527,0.67002,2009-11-01,304,-0.863142128049911,-0.867456354729597,0.49751328890718,-0.504961054721521,1.026,NA,NA,NA,1.52529,0.48691,1.01952,2,2,2,11,1,0,1,323,323,122,323,323,122,1063646,45791.2694430507,2.67989536352156,Panhandle,0.866666666666667,1.70869617024442,5.77765232322266,0,5.77765232322266,5.77765232322266,0,5.77765232322266,3.23,0,3.23,3.23,0,3.23,63,7,17,30,23
2009,2,11,580390.461192336,408138.144308697,56691.2324886524,351446.91182004,201826.339109156,374227.573367731,10575.9112400882,363651.662127625,25268.8019797061,182.191313316,0,182.191313316,0,6,1.831,0.405319571546527,0.67002,2009-11-01,304,-0.863142128049911,-0.867456354729597,0.49751328890718,-0.504961054721521,1.026,NA,NA,NA,1.52529,0.48691,1.01952,2,2,2,11,1,0,1,323,323,122,323,323,122,1063646,45791.2694430507,2.67989536352156,Peninsula,0.966666666666667,1.70869617024442,5.77765232322266,0,5.77765232322266,5.77765232322266,0,5.77765232322266,3.23,0,3.23,3.23,0,3.23,63,7,17,30,23
2009,1,12,12108.732806196,5438.563188775,698.580738819,4739.982449956,2360.58193655149,1552.40164182,543.340574637,1009.061067183,1341.27501853248,0,0,0,0,6,1.831,0.405319571546527,0.67002,2009-12-01,334,-0.875891705144243,-0.508670943852105,0.860961015888994,0.482507741761217,1.026,NA,NA,NA,1.52529,0.48691,1.01952,2,2,2,12,1,0,1,323,323,122,323,323,122,1063646,45791.2694430507,2.6283627652198,Panhandle,0.741935483870968,1.74219746410162,5.77765232322266,0,5.77765232322266,5.77765232322266,0,5.77765232322266,3.23,0,3.23,3.23,0,3.23,92,0,24,34,29
2009,2,12,400114.587012988,388184.729952531,43500.0162280607,344684.713724493,137396.724186454,599652.696319424,6666.63753377489,592986.058785649,24903.1721410392,68.266597285,0,68.266597285,0,6,1.831,0.405319571546527,0.67002,2009-12-01,334,-0.875891705144243,-0.508670943852105,0.860961015888994,0.482507741761217,1.026,NA,NA,NA,1.52529,0.48691,1.01952,2,2,2,12,1,0,1,323,323,122,323,323,122,1063646,45791.2694430507,2.6283627652198,Peninsula,0.967741935483871,1.74219746410162,5.77765232322266,0,5.77765232322266,5.77765232322266,0,5.77765232322266,3.23,0,3.23,3.23,0,3.23,92,0,24,34,29
2010,1,1,156415.7165935,40013.3228495,3637.5748045,36375.748045,9603.19748388,0,0,0,0,298281.133969,0,298281.133969,0,7,1.52529,0.48691,1.01952,2010-01-01,0,0,0,1,1,0.919,NA,NA,NA,1.63076,0.54818,1.3298,2,2,2,1,1,0,1,323,308,78,323,308,54,1014976,43361.3776137761,2.75137071252935,Panhandle,0.838709677419355,1.57599182895691,5.77765232322266,0,5.73009978297357,5.77765232322266,0,5.73009978297357,3.23,0,3.08,3.23,0,3.08,70,0,17,28,28
2010,2,1,275502.833080862,63263.2991983553,8703.0095263231,54560.289672173,26352.0214718734,26627.2389505876,2106.56758999263,24520.671360595,6364.5404191167,0,0,0,0,7,1.52529,0.48691,1.01952,2010-01-01,0,0,0,1,1,0.919,NA,NA,NA,1.63076,0.54818,1.3298,2,2,2,1,1,0,1,323,308,78,323,308,54,1014976,43361.3776137761,2.75137071252935,Peninsula,1,1.57599182895691,5.77765232322266,0,5.73009978297357,5.77765232322266,0,5.73009978297357,3.23,0,3.08,3.23,0,3.08,70,0,17,28,28
2010,1,2,256197.221514036,59896.9565476,0,59896.9565476,0,6381.7259216,0,6381.7259216,0,578680.531521509,0,578680.531521509,0,7,1.52529,0.48691,1.01952,2010-02-01,31,0.875891705144243,0.508670943852104,0.860961015888994,0.482507741761218,0.919,NA,NA,NA,1.63076,0.54818,1.3298,2,2,2,2,0.0357142857142857,0,0.0357142857142857,323,308,78,323,308,54,1014976,43361.3776137761,2.6786673773692,Panhandle,0.964285714285714,1.61876677858983,0.20634472582938,0,0.204646420820485,0.20634472582938,0,0.204646420820485,0.115357142857143,0,0.11,0.115357142857143,0,0.11,56,12,20,29,22
2010,2,2,82629.0842692,65974.65973954,0,65974.65973954,0,21979.8671871,0,21979.8671871,0,0,0,0,0,7,1.52529,0.48691,1.01952,2010-02-01,31,0.875891705144243,0.508670943852104,0.860961015888994,0.482507741761218,0.919,NA,NA,NA,1.63076,0.54818,1.3298,2,2,2,2,0.0357142857142857,0,0.0357142857142857,323,308,78,323,308,54,1014976,43361.3776137761,2.6786673773692,Peninsula,0.892857142857143,1.61876677858983,0.20634472582938,0,0.204646420820485,0.20634472582938,0,0.204646420820485,0.115357142857143,0,0.11,0.115357142857143,0,0.11,56,12,20,29,22
2010,1,3,113151.987312733,6625.681481553,0,6625.681481553,0,2623.179082537,0,2623.179082537,0,23373.173669869,0,23373.173669869,0,7,1.52529,0.48691,1.01952,2010-03-01,59,0.895839290734909,0.849817091527528,0.527077708642372,-0.444378178104613,0.919,NA,NA,NA,1.63076,0.54818,1.3298,2,2,2,3,0.516129032258065,0,0.032258064516129,323,308,78,323,308,54,1014976,43361.3776137761,2.8114975939024,Panhandle,0.838709677419355,1.54228755905104,2.98201410230847,0,0.184841928483018,2.98201410230847,0,0.184841928483018,1.66709677419355,0,0.0993548387096773,1.66709677419355,0,0.0993548387096773,56,7,24,32,22
2010,2,3,126065.513500366,19280.96639559,0,19280.96639559,0,13733.018828998,0,13733.018828998,0,0,0,0,0,7,1.52529,0.48691,1.01952,2010-03-01,59,0.895839290734909,0.849817091527528,0.527077708642372,-0.444378178104613,0.919,NA,NA,NA,1.63076,0.54818,1.3298,2,2,2,3,0.516129032258065,0,0.032258064516129,323,308,78,323,308,54,1014976,43361.3776137761,2.8114975939024,Peninsula,0.935483870967742,1.54228755905104,2.98201410230847,0,0.184841928483018,2.98201410230847,0,0.184841928483018,1.66709677419355,0,0.0993548387096773,1.66709677419355,0,0.0993548387096773,56,7,24,32,22
2010,1,4,236931.201040343,26969.6259194466,15362.2787582598,11607.347161162,54718.1823883712,33959.2641516296,13829.7784624636,20129.485689166,74805.7967840109,197513.061313399,0,197513.061313399,0,7,1.52529,0.48691,1.01952,2010-04-01,90,0.0430222330045306,0.999768501979891,0.0215160974362223,-0.99907411510223,0.919,NA,NA,NA,1.63076,0.54818,1.3298,2,2,2,4,1,0,1,323,308,78,323,308,54,1014976,43361.3776137761,2.84593449003129,Panhandle,0.933333333333333,1.52362528953712,5.77765232322266,0,5.73009978297357,5.77765232322266,0,5.73009978297357,3.23,0,3.08,3.23,0,3.08,52,14,16,39,34
2010,2,4,835247.02245622,430432.781593473,41623.7861911413,388808.995402355,130785.035585427,430921.134269233,5388.5979301713,425532.536339062,14031.4333871508,63864.9742276,0,63864.9742276,0,7,1.52529,0.48691,1.01952,2010-04-01,90,0.0430222330045306,0.999768501979891,0.0215160974362223,-0.99907411510223,0.919,NA,NA,NA,1.63076,0.54818,1.3298,2,2,2,4,1,0,1,323,308,78,323,308,54,1014976,43361.3776137761,2.84593449003129,Peninsula,1,1.52362528953712,5.77765232322266,0,5.73009978297357,5.77765232322266,0,5.73009978297357,3.23,0,3.08,3.23,0,3.08,52,14,16,39,34
2010,1,5,283977.691679909,57866.1977498636,19749.3223802306,38116.875369633,63245.7847180472,15267.1719811066,1098.95550585557,14168.216475251,2927.99829716079,359746.523878149,33.801634533,359712.722243616,84.5040863325,7,1.52529,0.48691,1.01952,2010-05-01,120,-0.835925479418636,0.880012203973536,-0.47495107206705,-0.54884295828472,0.919,NA,NA,NA,1.63076,0.54818,1.3298,2,2,2,5,1,0,1,323,308,78,323,308,54,1014976,43361.3776137761,2.81818295574953,Panhandle,0.903225806451613,1.5386289071585,5.77765232322266,0,5.73009978297357,5.77765232322266,0,5.73009978297357,3.23,0,3.08,3.23,0,3.08,56,0,15,39,33
2010,2,5,669571.72827109,302681.245819565,68219.8980118488,234461.34780751,213801.42848654,557378.13084243,23193.8657082518,534184.2651329,58850.3803317389,43975.45294502,0,43975.45294502,0,7,1.52529,0.48691,1.01952,2010-05-01,120,-0.835925479418636,0.880012203973536,-0.47495107206705,-0.54884295828472,0.919,NA,NA,NA,1.63076,0.54818,1.3298,2,2,2,5,1,0,1,323,308,78,323,308,54,1014976,43361.3776137761,2.81818295574953,Peninsula,1,1.5386289071585,5.77765232322266,0,5.73009978297357,5.77765232322266,0,5.73009978297357,3.23,0,3.08,3.23,0,3.08,56,0,15,39,33
2010,1,6,1685108.82849087,204091.047684973,34424.2861876126,169666.761497386,122028.846476824,145037.114539503,21091.1525458506,123945.961993653,67066.4180237166,812738.403500816,261962.374919568,550776.028579662,415457.404927318,7,1.52529,0.48691,1.01952,2010-06-01,151,-0.884067509943364,0.516062391015853,-0.856550995901004,0.467359217158002,0.919,NA,NA,NA,1.63076,0.54818,1.3298,2,2,2,6,1,1,1,323,308,78,323,308,54,1014976,43361.3776137761,2.6464138684927,Panhandle,0.966666666666667,1.63849570658701,5.77765232322266,4.35670882668959,5.73009978297357,5.77765232322266,3.98898404656427,5.73009978297357,3.23,0.78,3.08,3.23,0.54,3.08,54,12,38,51,32
2010,2,6,268135.61095347,124470.747201968,11612.2499211743,112858.49728056,37179.1590564678,356979.289618055,29281.0893040547,327698.20031439,70566.4241173684,0,0,0,0,7,1.52529,0.48691,1.01952,2010-06-01,151,-0.884067509943364,0.516062391015853,-0.856550995901004,0.467359217158002,0.919,NA,NA,NA,1.63076,0.54818,1.3298,2,2,2,6,1,1,1,323,308,78,323,308,54,1014976,43361.3776137761,2.6464138684927,Peninsula,1,1.63849570658701,5.77765232322266,4.35670882668959,5.73009978297357,5.77765232322266,3.98898404656427,5.73009978297357,3.23,0.78,3.08,3.23,0.54,3.08,54,12,38,51,32
2010,1,7,425665.446861188,81172.2222414382,15410.3652764042,65761.856965034,48624.5944614787,25883.5066055858,1790.38566542784,24093.120940158,4123.86089072014,126032.47238643,41046.154833568,84986.317552869,113818.796288776,7,1.52529,0.48691,1.01952,2010-07-01,181,-0.0516196672232542,0.0258184402271331,-0.999666648510511,0.998666816288476,0.919,NA,NA,NA,1.63076,0.54818,1.3298,2,2,2,7,1,0.774193548387097,1,323,308,78,323,308,54,1014976,43361.3776137761,2.63355567637006,Panhandle,0.903225806451613,1.6464955726147,5.77765232322266,3.3729358658242,5.73009978297357,5.77765232322266,3.08824571346912,5.73009978297357,3.23,0.603870967741936,3.08,3.23,0.418064516129032,3.08,66,9,20,43,26
2010,2,7,485830.20944714,89604.088621418,13657.759046558,75946.32957486,39969.1177426044,445831.529519985,10469.0608748619,435362.46864516,25224.7192083782,3728.31358683541,1842.34357691541,1885.97000992,5357.50292962583,7,1.52529,0.48691,1.01952,2010-07-01,181,-0.0516196672232542,0.0258184402271331,-0.999666648510511,0.998666816288476,0.919,NA,NA,NA,1.63076,0.54818,1.3298,2,2,2,7,1,0.774193548387097,1,323,308,78,323,308,54,1014976,43361.3776137761,2.63355567637006,Peninsula,1,1.6464955726147,5.77765232322266,3.3729358658242,5.73009978297357,5.77765232322266,3.08824571346912,5.73009978297357,3.23,0.603870967741936,3.08,3.23,0.418064516129032,3.08,66,9,20,43,26
2010,1,8,95155.985189413,22943.7923395084,4588.52527895836,18355.26706055,10501.5050088212,4443.94646203813,4287.45865344514,156.487808593,9157.41317793672,74268.712974204,0,74268.712974204,0,7,1.52529,0.48691,1.01952,2010-08-01,212,0.849817091527527,-0.48627270710869,-0.873807103611081,0.527077708642373,0.919,NA,NA,NA,1.63076,0.54818,1.3298,2,2,2,8,1,0,1,323,308,78,323,308,54,1014976,43361.3776137761,2.66367256698057,Panhandle,1,1.62787942299263,5.77765232322266,0,5.73009978297357,5.77765232322266,0,5.73009978297357,3.23,0,3.08,3.23,0,3.08,66,11,17,42,26
2010,2,8,222990.02180514,67517.4831838897,8225.59982011971,59291.88336377,27771.3080850267,104566.38677273,18784.6613574796,85781.725415,65834.2137454162,537.04945608,0,537.04945608,0,7,1.52529,0.48691,1.01952,2010-08-01,212,0.849817091527527,-0.48627270710869,-0.873807103611081,0.527077708642373,0.919,NA,NA,NA,1.63076,0.54818,1.3298,2,2,2,8,1,0,1,323,308,78,323,308,54,1014976,43361.3776137761,2.66367256698057,Peninsula,1,1.62787942299263,5.77765232322266,0,5.73009978297357,5.77765232322266,0,5.73009978297357,3.23,0,3.08,3.23,0,3.08,66,11,17,42,26
2010,1,9,319865.259124383,21466.0449588288,2188.35068386477,19277.694274964,7672.74148537208,9276.16940212282,7770.78851103082,1505.380891092,22912.8664303173,206568.6533755,0,206568.6533755,0,7,1.52529,0.48691,1.01952,2010-09-01,243,0.871706318709322,-0.863142128049911,-0.504961054721521,-0.490028666429058,0.919,NA,NA,NA,1.63076,0.54818,1.3298,2,2,2,9,1,0,1,323,308,78,323,308,54,1014976,43361.3776137761,2.64353694712155,Panhandle,1,1.64027885674118,5.77765232322266,0,5.73009978297357,5.77765232322266,0,5.73009978297357,3.23,0,3.08,3.23,0,3.08,55,0,27,36,24
