"year","fl_reg","month","Gag_catch","Gag_harvest","Gag_Discard","Gag_weight"
"2018","1","7",197734.504607569,59448.2865005986,138286.21810697,203276.702783892
"2018","1","8",13177.130064187,193.817745187045,12983.312319,867.347372726275
"2018","1","9",34242.5810647562,19223.4282168642,15019.152847892,67670.1408720521
"2018","2","1",9287.052647885,0,9287.052647885,0
"2018","2","10",21464.740558767,2339.86513718305,19124.875421584,8883.78864740468
"2018","2","11",73955.6824808986,33573.817781571,40381.864699312,133968.646462895
"2018","2","12",294238.622396318,21403.8402972585,272834.78209906,80994.872731607
"2018","2","2",108835.815497283,0,108835.815497283,0
"2018","2","3",55175.86082798,0,55175.86082798,0
"2018","2","4",80128.477936178,0,80128.477936178,0
"2018","2","5",80424.480994148,0,80424.480994148,0
"2018","2","6",128698.335287742,31986.1378371355,96712.197450716,122978.065808368
"2018","2","7",45117.5697606547,4683.57948614075,40433.990274514,15359.2296088696
"2018","2","8",124552.290729394,57544.4376183714,67007.8531110221,206844.148574564
"2018","2","9",71263.7854369764,3452.14159113738,67811.643845839,15034.076629657
"2019","1","1",0,0,0,0
"2019","1","10",5335.36383418749,154.419762277487,5180.94407191,420.021753389952
"2019","1","11",3702.6070002,0,3702.6070002,0
"2019","1","12",600.61975002,600.61975002,0,10402.7340703464
"2019","1","2",35604.54678,0,35604.54678,0
"2019","1","3",5391.805466556,0,5391.805466556,0
"2019","1","4",2951.710872681,0,2951.710872681,0
"2019","1","5",86913.028230575,11151.235626053,75761.792604522,36573.872483616
"2019","1","6",345316.046593023,63924.1151432658,281391.931449713,258717.890154454
"2019","1","7",383273.105474373,41699.5337430566,341573.57173456,198730.605030218
"2019","1","8",27330.0137704,5843.7269016,21486.2868688,25459.170201304
"2019","1","9",1070.70054730408,37.3604670440805,1033.34008026,113.949424481419
"2019","2","1",16123.933214313,0,16123.933214313,0
"2019","2","10",21352.7549617715,648.267578766519,20704.487383005,2107.93394314288
"2019","2","11",260195.679339562,61830.8034460495,198364.875895656,269623.244354121
"2019","2","12",56976.1297349576,12435.8093040094,44540.32043112,45181.1449565343
"2019","2","2",9279.755556,0,9279.755556,0
"2019","2","3",56293.947938186,0,56293.947938186,0
"2019","2","4",2606.2497576,0,2606.2497576,0
"2019","2","5",5164.79501834,0,5164.79501834,0
"2019","2","6",141104.092030986,28929.0099195379,112175.082111662,108310.917501028
"2019","2","7",17636.3092036082,2863.35912063824,14772.95008297,9723.77845371394
"2019","2","8",9751.47512764,0,9751.47512764,0
"2019","2","9",41322.040591121,0,41322.040591121,0
"2020","1","1",0,0,0,0
"2020","1","10",12098.2401440165,859.700891966534,11238.53925205,2322.6691942195
"2020","1","11",37815.6133674831,9324.25959956305,28491.35376792,38725.5787650039
"2020","1","12",2355.9099434042,2355.9099434042,0,8905.33958558874
"2020","1","2",0,0,0,0
"2020","1","3",1488.3553382848,0,1488.3553382848,0
"2020","1","4",6626.0763787334,1165.82784882,5460.2485299134,4632.2226526448
"2020","1","5",42029.0964783179,727.680427427915,41301.41605089,2888.37453512963
"2020","1","6",27853.1769166355,2994.9702576355,24858.206659,10328.4059924285
"2020","1","7",40528.5724723249,26393.4170241649,14135.15544816,98045.3849378476
"2020","1","8",5724.3537105,0,5724.3537105,0
"2020","1","9",7410.31797166403,7410.31797166403,0,20159.0600126931
"2020","2","1",112351.46306883,0,112351.46306883,0
"2020","2","10",105386.381927989,11096.4411300822,94289.940797471,38178.6482360386
"2020","2","11",45914.3154679179,16653.1892982588,29261.126169649,54626.7562970358
"2020","2","12",323535.985792926,91993.5692989161,231542.41649401,438660.36956299
"2020","2","2",21485.49277652,0,21485.49277652,0
"2020","2","3",88684.7858375242,0,88684.7858375242,0
"2020","2","4",22839.6101243272,0,22839.6101243272,0
"2020","2","5",271689.771038915,0,271689.771038915,0
"2020","2","6",169686.347399599,40401.1654186871,129285.18198112,140585.363209916
"2020","2","7",77831.7848559563,13741.8738744063,64089.91098155,45307.321737792
"2020","2","8",20356.8199772,0,20356.8199772,0
"2020","2","9",129095.138946601,50853.1159817711,78242.02296483,201690.273326346
