"year","fl_reg","month","RG_catch","RG_harvest","RG_Discard","RG_weight"
"2018","2","1",50902.3474807618,314.492777205781,50587.854703556,943.47833164111
"2018","2","10",112093.461668508,14249.2456341765,97844.216034344,32151.9477556735
"2018","2","11",75644.2378051311,17053.2396567928,58590.998148328,62031.649009618
"2018","2","12",79147.0961872286,0,79147.0961872286,0
"2018","2","2",173689.022311255,18098.5240468111,155590.498264444,93498.2419555432
"2018","2","3",434911.540534032,48795.1646465219,386116.37588751,188064.361819516
"2018","2","4",27727.628784925,59.103652586,27668.525132339,255.91881569738
"2018","2","5",208384.729925135,8910.88842772923,199473.841497406,32793.6418260124
"2018","2","6",469955.988572685,34346.0582514382,435609.930321244,118106.06288742
"2018","2","7",172612.719002161,13714.7389696206,158897.980032549,47537.7979079628
"2018","2","8",536252.778408229,56178.6510940393,480074.127314189,122141.198755386
"2018","2","9",229850.493180929,7203.06591203189,222647.427268349,20227.6541959511
"2019","1","1",0,0,0,0
"2019","1","10",0,0,0,0
"2019","1","11",111.37211805,0,111.37211805,0
"2019","1","12",0,0,0,0
"2019","1","2",0,0,0,0
"2019","1","3",0,0,0,0
"2019","1","4",0,0,0,0
"2019","1","5",8767.24765324,0,8767.24765324,0
"2019","1","6",179750.175475959,10518.3045500488,169231.87092591,29524.9278728171
"2019","1","7",80341.5845103508,4521.61816275085,75819.9663476,9252.64797914898
"2019","1","8",103500.133497141,41246.9468564412,62253.1866407,121938.299498133
"2019","1","9",0,0,0,0
"2019","2","1",37435.27229893,0,37435.27229893,0
"2019","2","10",14111.4039593963,1517.78147234254,12593.622486997,4198.9658344467
"2019","2","11",111203.827638412,17133.8016659878,94070.025972424,50320.909046634
"2019","2","12",68406.587291986,11380.040339926,57026.54695206,28362.1884779164
"2019","2","2",263517.880677621,47861.7539122755,215656.126764169,142879.30777859
"2019","2","3",46672.2633814398,10094.1506698762,36578.112711569,32047.2548519527
"2019","2","4",85812.2574883749,19524.8978125783,66287.3596758,63471.719336351
"2019","2","5",121871.755141213,21946.4086858746,99925.34645531,107964.51106147
"2019","2","6",579194.985478132,40683.5467630359,538511.438715161,117870.871894899
"2019","2","7",64307.1886378636,11696.1737365163,52611.014901317,32157.1367247877
"2019","2","8",143713.997515424,16623.6402406948,127090.35727479,40078.4629821455
"2019","2","9",29857.5230182161,5719.75953489926,24137.763483335,14619.335540788
"2020","1","1",0,0,0,0
"2020","1","10",0,0,0,0
"2020","1","11",7558.36333581477,94.8228532147716,7463.5404826,244.642961302286
"2020","1","12",0,0,0,0
"2020","1","2",0,0,0,0
"2020","1","3",0,0,0,0
"2020","1","4",0,0,0,0
"2020","1","5",4225.89934247901,535.734001399007,3690.16534108,3514.41504911534
"2020","1","6",32414.8699517385,6296.62736569854,26118.24258604,19610.0833398694
"2020","1","7",249989.811107168,64765.600906569,185224.2101997,179419.208012291
"2020","1","8",197.404308792261,197.404308792261,0,469.822254936716
"2020","1","9",0,0,0,0
"2020","2","1",34048.6110080375,2003.2393905615,32045.371617476,3708.53851665009
"2020","2","10",89742.5788534131,37082.1176063481,52660.461247065,142867.654426048
"2020","2","11",65346.2489002588,5921.24218377679,59425.006716482,20800.5935775296
"2020","2","12",180614.470690737,14912.3189180572,165702.15177268,40516.7478542221
"2020","2","2",7224.57677088,1377.61520055,5846.96157033,2965.1082856186
"2020","2","3",202509.422756661,35557.1494498138,166952.273307028,166946.93709985
"2020","2","4",38718.3883633359,6530.49943854805,32187.8889247888,21800.9873033832
"2020","2","5",262166.45172899,17271.9399104854,244894.511818403,76770.4660008898
