"year","fl_reg","month","RG_catch","RG_harvest","RG_Discard","RG_weight"
"2020","2","6",124182.508294683,13177.4230892168,111005.08520543,60139.1104660424
"2020","2","7",168607.119277885,3627.64557759476,164979.47370029,8678.74620104406
"2020","2","8",114625.161031808,12600.0337588081,102025.127273,32113.2289677979
"2020","2","9",289767.550050161,86584.1934281258,203183.35662261,206019.496639612
"2021","1","1",0,0,0,0
"2021","1","10",0,0,0,0
"2021","1","11",22799.8210948,0,22799.8210948,0
"2021","1","12",7202.6664422,0,7202.6664422,0
"2021","1","2",7.32927581578729,7.32927581578729,0,50.4254176123526
"2021","1","3",0,0,0,0
"2021","1","4",0,0,0,0
"2021","1","5",2151.72449282405,2031.20693112005,120.517561704,6000.76561921476
"2021","1","6",171469.143300844,70997.3763848436,100471.766916,356573.703830626
"2021","1","7",15453.4078724627,5826.33383206268,9627.0740404,31694.8432817917
"2021","1","8",589.328640572318,589.328640572318,0,1416.69629114661
"2021","1","9",0,0,0,0
"2021","2","1",111227.777741235,13982.4691699247,97245.308572842,44888.2844973632
"2021","2","10",34026.65241861,0,34026.65241861,0
"2021","2","11",108029.176889954,11.369944596,108017.806945358,19.3289058132
"2021","2","12",149422.884110274,0,149422.884110274,0
"2021","2","2",203037.036151563,3850.93080723127,199186.105344302,10161.0551807844
"2021","2","3",48680.6947336674,19034.1337706523,29646.560963015,69421.4014436389
"2021","2","4",146781.10769774,32811.1602106842,113969.94748781,114020.938353096
"2021","2","5",267618.447795645,25432.5011711237,242185.946624015,94830.0384455597
"2021","2","6",708481.540244478,43865.4345717052,664616.105672911,142736.34198112
"2021","2","7",238831.437497639,52916.8627951377,185914.574703322,147286.13901648
"2021","2","8",145026.609246629,12367.4009071697,132659.208339459,36881.3872513866
"2021","2","9",46319.8556552519,1904.88006534315,44414.975589913,7907.01715278616
"2022","1","1",0,0,0,0
"2022","1","10",314.87984578,0,314.87984578,0
"2022","1","11",0,0,0,0
"2022","1","12",0,0,0,0
"2022","1","2",0,0,0,0
"2022","1","3",440.174170871244,440.174170871244,0,2440.21828497952
"2022","1","4",0,0,0,0
"2022","1","5",39770.4428019023,29640.9032994023,10129.5395025,93415.8342982182
"2022","1","6",78276.3172449015,11245.1455406205,67031.171704281,42822.1817491983
"2022","1","7",303192.534056955,141691.890713416,161500.6433389,487337.260379686
"2022","1","8",418.70517491508,418.70517491508,0,1592.34540178715
"2022","1","9",0,0,0,0
"2022","2","1",191886.019554756,10605.2171779361,181280.80237682,29067.9538746595
"2022","2","10",22570.113750773,0,22570.113750773,0
"2022","2","11",52261.30961433,0,52261.30961433,0
"2022","2","12",326165.340415925,0,326165.340415925,0
"2022","2","2",145102.604903778,12609.5302256131,132493.074678165,54260.286363012
"2022","2","3",84338.02628781,0,84338.02628781,0
"2022","2","4",95870.4082121047,35617.5183898967,60252.889822208,94934.7475249498
"2022","2","5",136200.915553406,22882.9685421343,113317.947011442,82838.6727171574
"2022","2","6",152370.675426376,43938.3566013843,108432.318824942,230389.796715654
"2022","2","7",514734.258674759,64055.3158193868,450678.942858368,235309.899327596
"2022","2","8",146681.670426666,11244.7395290716,135436.930897594,39271.4585918976
"2022","2","9",53566.7257357,0,53566.7257357,0
"2023","1","1",0,0,0,0
"2023","1","10",152357.1734814,0,152357.1734814,0
"2023","1","11",43872.3846752,0,43872.3846752,0
"2023","1","12",0,0,0,0
"2023","1","2",0,0,0,0
"2023","1","3",0,0,0,0
"2023","1","4",0,0,0,0
"2023","1","5",6294.71581089186,5863.14017935186,431.57563154,14270.0552719073
"2023","1","6",8041.07218611362,2165.04995701362,5876.0222291,6630.26531608003
"2023","1","7",3940.22894233645,1314.65771466645,2625.57122767,4524.47132162058
"2023","1","8",5743.275849271,0,5743.275849271,0
"2023","1","9",2827.9802247,0,2827.9802247,0
"2023","2","1",304148.290955616,2202.19800365983,301946.092951874,8193.02638304686
"2023","2","10",146636.645302291,2020.0357226,144616.609579691,8463.949677694
"2023","2","11",146530.85740198,0,146530.85740198,0
"2023","2","12",37230.895760235,0,37230.895760235,0
"2023","2","2",274432.597453775,52298.5377918104,222134.059661877,191729.1891342
"2023","2","3",146992.086833787,19918.2085246402,127073.878309147,78680.5874168222
"2023","2","4",185085.49094245,18807.1235373173,166278.367405097,71313.7539948135
"2023","2","5",248822.920361988,7546.92117477779,241275.999187118,22923.6925113704
"2023","2","6",301917.828638538,35110.2770649366,266807.551573641,125418.172530956
"2023","2","7",747842.06925536,163180.206091287,584661.863162753,553677.062563218
"2023","2","8",382036.365324996,18102.714935,363933.650389996,75234.88326986
"2023","2","9",53883.7024663422,0,53883.7024663422,0
